user_id,recs
11,"[16, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 37, 100, 6680, 6920, 664, 76371, 6785, 7638, 75993, 83, 34859, 6507, 44006, 14823, 9641, 3746, 74744, 7819, 75903, 37986, 2027, 907, 74840, 73758, 895, 5953, 7105, 60, 5702, 76088, 1470, 500, 47924, 9982, 584, 9963, 32, 74721, 77131, 77133, 28156]"
12,"[217, 44006, 6177, 37462, 75451, 14811, 5953, 8393, 41952, 36188, 14824, 6720, 6628, 22906, 83, 1725, 8010, 74787, 75664, 18173, 8451, 6491, 6920, 1881, 33674, 45135, 603, 1685, 5601, 36241, 50490, 15631, 13781, 14808, 33689, 13206, 100, 56558, 19564, 14883, 28571, 36760, 13218, 47354, 11019, 20264, 38949, 14099, 14884, 6442]"
13,"[74858, 37, 6680, 76371, 75993, 74719, 74748, 74721, 565, 75903, 1881, 77131, 77133, 27953, 6920, 990, 7105, 76088, 14751, 5820, 11209, 584, 8451, 74663, 62311, 6465, 74744, 6177, 21251, 6963, 13288, 30663, 76019, 74923, 1844, 47924, 7638, 793, 9629, 6785, 72936, 16, 9839, 74787, 9200, 29984, 22987, 18969, 47389, 27345]"
14,"[74858, 6680, 76371, 75993, 74719, 74748, 9963, 74721, 10339, 1881, 77131, 77133, 990, 14751, 74711, 5820, 14595, 11209, 74663, 62311, 6465, 823, 74744, 21251, 6963, 6177, 75568, 76019, 47924, 7638, 793, 16, 9629, 547, 72936, 74787, 29984, 22987, 13364, 47389, 235, 20211, 6409, 27345, 206, 74718, 18336, 74780, 1153, 74439]"
15,"[74858, 74748, 10339, 74721, 9963, 13288, 77133, 75675, 77131, 11209, 1881, 18969, 74719, 74711, 7638, 20358, 6177, 37, 565, 823, 9629, 5820, 13816, 6508, 990, 19564, 6239, 5814, 13458, 6680, 45081, 6059, 10807, 13588, 13595, 76371, 14751, 73132, 62311, 75993, 21251, 74787, 73080, 6920, 27345, 13808, 37670, 13797, 13479, 27953]"
16,"[16, 37, 565, 6680, 27953, 74802, 74858, 74923, 76371, 75993, 6920, 74719, 47924, 664, 9641, 100, 6785, 74744, 584, 907, 9963, 7638, 60, 83, 1881, 951, 34859, 841, 77131, 74840, 345, 1141, 6815, 6695, 77133, 989, 6507, 990, 22906, 74721, 44006, 500, 5702, 994, 633, 3746, 7228, 6789, 14823, 5547]"
17,"[37, 235, 565, 27953, 74923, 100, 6680, 6920, 76371, 664, 75993, 6785, 34859, 6507, 3746, 14823, 9641, 7819, 37986, 2027, 907, 73758, 895, 5953, 60, 5702, 74744, 47924, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 47835, 15280, 37462, 75451, 601, 23322, 6750, 475, 876, 33689, 7228, 76233]"
18,"[6680, 76371, 75993, 59777, 50997, 19589, 56323, 64109, 15896, 1588, 74748, 57473, 39469, 65739, 67393, 55175, 16567, 11488, 55625, 56466, 8568, 28156, 20675, 43188, 51539, 25133, 7184, 53221, 55661, 39150, 43317, 68401, 54524, 39907, 56677, 50881, 32176, 50913, 56266, 7638, 48204, 56287, 68848, 30943, 41789, 22965, 70016, 54522, 52420, 3671]"
19,"[100, 565, 27953, 74663, 74923, 75586, 6680, 6920, 76371, 664, 75993, 6785, 34859, 6507, 3746, 14823, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 5702, 74744, 500, 7105, 32, 76088, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835, 15280, 37462, 75451, 601, 6789, 23322, 14207, 149, 475, 44, 33689, 7228]"
20,"[74923, 75903, 16, 7638, 10339, 37, 6785, 6920, 74721, 8451, 100, 13288, 9963, 18969, 6680, 75675, 6177, 10049, 28156, 10840, 23322, 45081, 9629, 11209, 1719, 13364, 74744, 37670, 13644, 31929, 20358, 603, 823, 75993, 6010, 83, 6239, 73080, 11009, 10772, 34859, 7105, 28648, 13458, 74711, 13816, 76088, 14736, 5814, 10855]"
21,"[16, 37, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 76371, 100, 6920, 664, 6785, 74858, 83, 34859, 7638, 6507, 44006, 47924, 7105, 74744, 907, 76088, 74719, 3746, 60, 14823, 74840, 584, 7819, 2027, 37986, 5702, 73758, 500, 895, 5953, 601, 9982, 6750, 32, 841, 6789, 1470, 27995, 9963, 2153]"
22,"[74858, 6680, 76371, 75993, 27953, 74663, 565, 76019, 74923, 47924, 16, 235, 20211, 74439, 1881, 951, 74802, 9963, 9641, 14751, 6508, 74744, 5604, 6465, 30620, 74737, 5711, 5547, 2715, 77131, 12944, 5613, 77133, 1141, 62311, 74721, 841, 5820, 45892, 30663, 345, 75568, 8093, 21251, 14177, 72936, 6695, 547, 1936, 74518]"
23,"[74858, 76371, 6680, 75993, 37, 76088, 74719, 584, 7105, 74721, 75903, 9963, 7638, 1881, 75568, 989, 8451, 27953, 9629, 5646, 6465, 74663, 565, 72936, 18336, 1210, 9839, 62311, 6920, 76816, 13679, 8380, 13551, 19121, 76019, 6177, 13822, 66111, 74923, 76233, 47924, 6071, 1141, 6815, 8581, 16, 9515, 5814, 19589, 76907]"
24,"[75903, 75993, 76371, 6680, 7638, 66111, 76233, 74721, 8451, 8581, 9515, 76907, 13679, 7044, 22967, 36261, 19121, 9629, 19006, 15859, 37033, 36268, 15665, 3373, 15005, 36357, 26824, 13822, 584, 24190, 4272, 13551, 4026, 47789, 25568, 31929, 41780, 13387, 76088, 19589, 49014, 48101, 16156, 5420, 2181, 9390, 7873, 9793, 4780, 4229]"
25,"[235, 565, 6680, 27953, 74439, 74663, 74802, 74858, 74923, 75586, 76371, 75993, 74719, 6785, 7105, 664, 76088, 47924, 9963, 74744, 584, 7638, 100, 74721, 77131, 1881, 74748, 75903, 990, 907, 345, 601, 841, 75675, 951, 83, 6177, 6465, 6815, 34859, 1141, 823, 6695, 74840, 10339, 989, 994, 22906, 1685, 74711]"
26,"[75993, 76371, 6680, 7638, 66111, 76233, 74721, 8581, 9515, 76907, 13679, 7044, 22967, 36261, 19121, 9629, 19006, 15859, 37033, 15665, 3373, 15005, 36357, 26824, 13822, 584, 24190, 4272, 13551, 4026, 47789, 25568, 31929, 41780, 13387, 76088, 19589, 49014, 48101, 16156, 5420, 2181, 9390, 7873, 9793, 4780, 4229, 43169, 47612, 28656]"
27,"[75903, 75993, 76371, 6680, 7638, 76233, 74721, 8451, 8581, 76907, 13679, 7044, 22967, 36261, 19121, 9629, 19006, 15859, 37033, 36268, 3373, 15005, 36357, 26824, 13822, 584, 24190, 4272, 13551, 47789, 31929, 41780, 13387, 76088, 49014, 48101, 16156, 5420, 9390, 7873, 9793, 4780, 4229, 43169, 47612, 28656, 47154, 9224, 10550, 36337]"
28,"[16, 37, 565, 27953, 74802, 74923, 75586, 100, 6920, 664, 83, 6785, 34859, 6507, 44006, 7638, 3746, 14823, 9641, 603, 7819, 37986, 2027, 907, 74840, 5953, 60, 5702, 74744, 500, 9982, 47924, 23322, 7105, 32, 76088, 6735, 46407, 1657, 584, 2153, 27995, 47835, 15280, 37462, 75451, 601, 27175, 10049, 14207]"
29,"[16, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 37, 100, 6680, 6920, 76371, 664, 75993, 83, 6785, 34859, 6507, 44006, 7638, 3746, 14823, 9641, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835]"
30,"[74858, 37, 6680, 76371, 75993, 74719, 27953, 74663, 565, 76019, 74923, 6920, 47924, 16, 235, 20211, 74439, 1881, 951, 74802, 9963, 990, 9641, 989, 14751, 6508, 74671, 74744, 27827, 5604, 6465, 77131, 30620, 793, 206, 74737, 27175, 5711, 5547, 77133, 2715, 47389, 12944, 5613, 1844, 29984, 1141, 6815, 74721, 62311]"
31,"[16, 37, 100, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 6920, 664, 83, 6785, 34859, 6507, 44006, 7638, 3746, 14823, 9641, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835, 15280, 37462]"
32,"[74858, 37, 6680, 76371, 75993, 74719, 27953, 74663, 6920, 76019, 47924, 235, 20211, 1881, 9963, 74439, 951, 990, 74802, 9641, 6508, 989, 14751, 74744, 6465, 77131, 793, 5604, 74721, 77133, 206, 30620, 74737, 5547, 5711, 1844, 12944, 47389, 62311, 6963, 5820, 2715, 29984, 30663, 75568, 21251, 17906, 841, 345, 2093]"
33,"[235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 16, 6680, 76371, 37, 75993, 7638, 100, 75903, 27175, 6785, 6920, 664, 10049, 9629, 28156, 83, 6177, 34859, 76088, 7105, 584, 6507, 8451, 14005, 1470, 44006, 7044, 74721, 7184, 10450, 6179, 3746, 14823, 9641, 77131, 4341, 7819, 27345, 74741, 13679, 73113, 37986]"
34,"[16, 37, 100, 565, 6680, 27953, 74439, 74923, 75993, 83, 6785, 34859, 6507, 44006, 7638, 3746, 9641, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835, 15280, 37462, 75451, 601, 6789, 23322, 14207, 6750]"
35,"[74858, 6680, 76371, 75993, 74719, 9963, 565, 74748, 27953, 1881, 6920, 77133, 10339, 75903, 6508, 75675, 584, 5820, 76019, 74711, 74923, 47924, 6465, 74744, 62311, 16, 14595, 6963, 21251, 19564, 11209, 75568, 30663, 1844, 823, 20211, 793, 6177, 12944, 8451, 72936, 547, 29984, 74439, 2093, 9641, 951, 47389, 9200, 9839]"
36,"[16, 37, 100, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 6680, 6920, 76371, 664, 75993, 83, 6785, 34859, 6507, 44006, 7638, 3746, 14823, 9641, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995]"
37,"[27175, 22517, 25200, 4564, 44969, 21586, 22184, 24567, 45007, 21745, 24455, 48641, 53266, 25453, 25286, 12271, 13004, 23375, 3819, 23353, 58944, 25304, 22573, 49054, 21715, 61071, 74841, 45004, 21919, 74778, 18976, 4516, 7473, 23378, 7571, 17315, 23200, 6177, 21627, 4512, 2666, 16138, 12259, 2621, 70711, 52947, 63718, 15699, 13941, 23322]"
38,"[6680, 76371, 75993, 7638, 9629, 74721, 8568, 48204, 15859, 8581, 74748, 32176, 21101, 47789, 30943, 3373, 28654, 28156, 20675, 50997, 9515, 41789, 6177, 7184, 603, 43349, 20789, 32174, 76905, 15943, 15665, 37070, 37033, 8451, 45135, 28662, 20999, 28681, 15896, 25590, 41737, 5429, 25360, 7044, 12843, 19582, 45147, 25622, 43145, 844]"
39,"[16, 37, 235, 565, 6680, 27953, 74439, 74663, 74802, 74923, 75586, 76371, 664, 83, 75993, 6785, 34859, 6507, 44006, 7638, 3746, 9641, 14823, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835, 15280]"
40,"[48641, 49035, 52826, 48651, 22392, 29104, 57250, 54717, 75347, 50326, 53828, 39615, 53442, 39850, 53127, 45994, 55423, 53421, 28960, 55195, 22637, 55402, 50279, 39859, 54597, 51638, 52994, 70107, 51689, 40189, 40253, 70471, 53877, 39853, 58656, 4448, 24455, 55741, 55344, 22619, 61405, 50389, 53530, 67666, 52456, 56993, 55711, 50287, 40139, 53110]"
41,"[57250, 42617, 53828, 39850, 42622, 58573, 22392, 67666, 50326, 70471, 54717, 42667, 61038, 40764, 58174, 42654, 57930, 56993, 55741, 53442, 39859, 22637, 53857, 51689, 39615, 47581, 55013, 58913, 58201, 61405, 50389, 57768, 55431, 51638, 43057, 53088, 53110, 59977, 55806, 61379, 70383, 54636, 71190, 4448, 53530, 40139, 56862, 72751, 20946, 39749]"
42,"[16, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 37, 100, 6680, 6920, 76371, 75993, 83, 6785, 34859, 6507, 44006, 7638, 3746, 14823, 9641, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835, 15280]"
43,"[16, 37, 235, 565, 74439, 74663, 74802, 74858, 75586, 6680, 76371, 75993, 6920, 74719, 6785, 664, 100, 9641, 47924, 76088, 74744, 7638, 584, 9963, 74721, 77131, 77133, 1881, 907, 83, 34859, 60, 74748, 75903, 990, 601, 345, 6507, 841, 74840, 44006, 951, 14823, 6815, 6695, 500, 22906, 6750, 6177, 75675]"
44,"[75993, 76371, 6680, 7638, 66111, 76233, 74721, 8451, 8581, 9515, 76907, 13679, 7044, 22967, 19121, 9629, 19006, 15859, 37033, 36268, 15665, 3373, 15005, 26824, 584, 24190, 4272, 13551, 4026, 47789, 25568, 31929, 41780, 76088, 19589, 49014, 48101, 2181, 9390, 7873, 9793, 4780, 4229, 43169, 47612, 28656, 9224, 10550, 36337, 27834]"
45,"[6680, 76371, 75993, 7638, 74721, 9629, 15859, 8581, 32176, 21101, 74748, 3373, 48204, 30943, 9515, 28654, 28156, 50997, 41789, 42220, 35121, 28656, 32174, 22867, 43349, 42266, 76905, 15943, 8451, 37070, 37033, 15665, 45135, 28662, 25480, 20999, 28681, 41737, 5195, 25590, 36337, 7044, 5429, 25360, 12843, 19582, 15896, 75903, 6177, 844]"
46,"[48641, 22531, 22125, 22517, 27175, 25200, 4564, 22343, 16251, 70711, 603, 68772, 22143, 49054, 34153, 22392, 25068, 25100, 21586, 21745, 69760, 39890, 24824, 22029, 16098, 3769, 22184, 22404, 69158, 48944, 3135, 15781, 53266, 22436, 49841, 24567, 16202, 39606, 52830, 44969, 32136, 25534, 45007, 25511, 59829, 25453, 69908, 58944, 16097, 52843]"
47,"[16, 37, 235, 565, 6680, 27953, 74439, 74858, 74923, 75586, 75993, 76371, 6920, 100, 74719, 664, 9641, 6785, 47924, 7105, 76088, 74744, 584, 7638, 83, 907, 34859, 60, 9963, 6507, 74840, 601, 44006, 841, 1881, 951, 345, 77131, 1141, 500, 6695, 77133, 6750, 3746, 5702, 74721, 14823, 989, 990, 2027]"
48,"[6680, 76371, 75993, 74748, 7638, 74721, 19589, 9629, 28156, 15896, 7184, 3671, 57473, 6177, 20789, 8451, 27345, 45135, 13972, 55175, 603, 11488, 47789, 13364, 8568, 15859, 43188, 20675, 53221, 43317, 25133, 16239, 48204, 15754, 32176, 6059, 45081, 30943, 43349, 15943, 41789, 28648, 25500, 3373, 76905, 50997, 55531, 28654, 42220, 5814]"
49,"[235, 565, 27953, 74439, 74802, 74923, 6680, 76371, 664, 75993, 83, 34859, 6507, 3746, 14823, 37986, 2027, 907, 73758, 5953, 5702, 47924, 9982, 32, 1470, 6735, 603, 46407, 47835, 15280, 37462, 75451, 14207, 6750, 475, 209, 876, 76233, 74719, 1415, 3374, 29408, 76907, 994, 28156, 1093, 10049, 2249, 26345, 27721]"
50,"[74858, 74748, 74721, 9963, 77133, 37, 74719, 75675, 1881, 13288, 11209, 6680, 76371, 75993, 74711, 7638, 5820, 990, 823, 6508, 20358, 9629, 19564, 6920, 14751, 13364, 62311, 21251, 73132, 7105, 6239, 6059, 45081, 13816, 10840, 6963, 6465, 74787, 13458, 76088, 31929, 27345, 10807, 9839, 13588, 75568, 6785, 73080, 7307, 584]"
51,"[16, 37, 235, 74439, 74663, 74802, 75586, 6680, 76371, 6920, 100, 75993, 6785, 664, 7638, 83, 34859, 9641, 74744, 6507, 75903, 7105, 44006, 14823, 76088, 74719, 9963, 74858, 584, 74721, 47924, 74748, 907, 77131, 3746, 77133, 60, 74840, 7819, 2027, 37986, 603, 5702, 73758, 895, 5953, 23322, 500, 1470, 10339]"
52,"[10339, 75903, 13288, 8451, 18969, 74721, 20358, 11209, 14595, 9963, 13816, 77133, 10840, 13458, 31929, 77131, 10807, 13588, 7307, 13595, 6239, 20755, 13808, 37670, 13797, 20597, 13573, 1719, 1642, 13644, 9629, 6491, 11009, 6177, 28648, 13334, 13646, 13570, 811, 14736, 10855, 23615, 74711, 13633, 10981, 62488, 13364, 13978, 7044, 13798]"
53,"[74858, 37, 6680, 76371, 75993, 74663, 27953, 565, 74439, 74802, 74923, 235, 74719, 75586, 6920, 47924, 7105, 76088, 76019, 584, 9641, 1881, 951, 20211, 990, 74744, 989, 74671, 14751, 6508, 27827, 77131, 6465, 5547, 1141, 77133, 5604, 5711, 6815, 206, 841, 74721, 793, 345, 47389, 1844, 2715, 30620, 74737, 6785]"
54,"[16, 37, 235, 74439, 74663, 74802, 75586, 6680, 76371, 75993, 6920, 100, 74858, 6785, 9641, 83, 47924, 7105, 74744, 74719, 76088, 907, 60, 584, 3746, 74840, 14823, 7819, 2027, 5702, 37986, 500, 73758, 895, 5953, 601, 9982, 9963, 6750, 841, 6789, 32, 27995, 6695, 2153, 1470, 22906, 1141, 7228, 6735]"
55,"[16, 37, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 100, 6680, 6920, 76371, 664, 75993, 83, 6785, 34859, 6507, 44006, 7638, 3746, 14823, 9641, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995]"
56,"[15198, 15178, 15332, 16641, 74732, 20500, 20715, 565, 27953, 5843, 74923, 15174, 15464, 20518, 15735, 22414, 20486, 20493, 18634, 20443, 15181, 15398, 22841, 23322, 22505, 70031, 3541, 75296, 12179, 20465, 1588, 603, 29540, 20404, 74795, 18427, 22378, 74812, 24455, 74741, 16173, 45166, 16198, 2645, 4958, 27175, 1573, 20756, 32353, 20471]"
57,"[16, 37, 100, 235, 565, 6680, 27953, 74439, 74663, 74802, 74923, 75586, 76371, 664, 83, 75993, 6785, 34859, 6507, 7638, 3746, 7819, 37986, 2027, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 27995, 47835, 15280, 37462, 75451, 6789, 23322]"
58,"[74858, 37, 6680, 76371, 75993, 74719, 27953, 565, 76019, 74923, 6920, 47924, 7105, 16, 76088, 20211, 584, 1881, 951, 9963, 990, 9641, 989, 14751, 6508, 74671, 74744, 27827, 5604, 6465, 30620, 793, 206, 74737, 5711, 5547, 2715, 77131, 47389, 12944, 5613, 1844, 29984, 77133, 1141, 6815, 62311, 6963, 74721, 17906]"
59,"[16, 37, 100, 235, 565, 27953, 74439, 74663, 74802, 74923, 75586, 6680, 6920, 76371, 664, 75993, 83, 6785, 34859, 6507, 7638, 3746, 14823, 9641, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 7105, 32, 76088, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835]"
60,"[74858, 6680, 76371, 75993, 74663, 6920, 7105, 16, 76088, 235, 20211, 74439, 584, 1881, 74802, 9963, 990, 9641, 14751, 74671, 74744, 27827, 5604, 30620, 793, 74737, 77131, 47389, 5613, 1844, 29984, 77133, 1141, 6815, 62311, 6963, 74721, 17906, 841, 5820, 45892, 30663, 345, 75568, 8093, 2093, 21251, 14177, 6695, 1936]"
61,"[74858, 37, 6680, 76371, 75993, 74719, 27953, 74663, 565, 76019, 74923, 6920, 47924, 7105, 16, 76088, 235, 20211, 74439, 584, 1881, 951, 74802, 9963, 990, 9641, 989, 14751, 6508, 74744, 6465, 30620, 793, 206, 74737, 5711, 5547, 2715, 77131, 47389, 12944, 5613, 1844, 77133, 1141, 6815, 62311, 6963, 74721, 17906]"
62,"[74858, 37, 6680, 76371, 75993, 74719, 27953, 74663, 565, 76019, 74923, 6920, 47924, 7105, 16, 76088, 235, 20211, 74439, 584, 1881, 951, 74802, 9963, 990, 9641, 989, 14751, 6508, 74671, 74744, 27827, 5604, 6465, 30620, 793, 206, 74737, 5711, 5547, 77131, 47389, 12944, 1844, 29984, 77133, 1141, 6815, 62311, 6963]"
63,"[74858, 37, 6680, 76371, 75993, 74719, 27953, 565, 74663, 6920, 76019, 7105, 74923, 47924, 76088, 16, 1881, 9963, 235, 20211, 584, 74439, 951, 74802, 6508, 14751, 9641, 77131, 74671, 74721, 77133, 793, 27827, 5604, 206, 1844, 62311, 5820, 30620, 12944, 6963, 47389, 74737, 5547, 29984, 5711, 30663, 2715, 75568, 21251]"
64,"[74858, 6680, 76371, 75993, 37, 74719, 27953, 74663, 565, 6920, 76019, 74923, 47924, 16, 74721, 989, 235, 20211, 74439, 990, 951, 74802, 9641, 77131, 62311, 14751, 77133, 74744, 1141, 206, 6815, 74737, 5604, 12944, 5646, 6963, 5711, 30620, 547, 2715, 5820, 47389, 5613, 29984, 2093, 19796, 14177, 9839, 17906, 841]"
65,"[16, 37, 565, 6680, 27953, 74439, 74802, 74858, 74923, 75586, 76371, 75993, 6920, 74719, 9641, 47924, 7105, 76088, 74744, 584, 7638, 83, 34859, 907, 60, 6507, 9963, 44006, 601, 841, 3746, 1881, 77131, 951, 1141, 6695, 5702, 14823, 6815, 6750, 22906, 77133, 74721, 2027, 7819, 989, 990, 37986, 6789, 73758]"
66,"[74858, 37, 6680, 76371, 75993, 74719, 565, 27953, 1881, 6920, 74663, 74748, 77131, 77133, 990, 6508, 76019, 74923, 47924, 14751, 16, 5820, 10339, 75675, 74744, 6465, 235, 20211, 62311, 74711, 6963, 74439, 21251, 951, 1844, 793, 9641, 30663, 75568, 74802, 19564, 12944, 989, 47389, 72936, 206, 547, 14595, 73132, 2093]"
67,"[10339, 75903, 74748, 13288, 74721, 75675, 14595, 9963, 77133, 7638, 13458, 31929, 77131, 10807, 7307, 6239, 13808, 13797, 13573, 1719, 1642, 13644, 9629, 6491, 11009, 6177, 6059, 13334, 13570, 811, 14736, 74711, 10981, 62488, 13364, 7044, 823, 13798, 1881, 5814, 13479, 1731, 31760, 13968, 31752, 10049, 12384, 21592, 28156, 74795]"
68,"[74858, 37, 6680, 76371, 75993, 27953, 565, 74663, 6920, 76019, 7105, 74923, 47924, 76088, 16, 1881, 9963, 235, 20211, 584, 74439, 6508, 74802, 14751, 9641, 989, 74744, 77131, 74721, 77133, 793, 5604, 5820, 62311, 1844, 12944, 6963, 47389, 30620, 29984, 5547, 74737, 5711, 30663, 75568, 21251, 2715, 2093, 5613, 6815]"
69,"[74858, 37, 6680, 76371, 75993, 74719, 27953, 74663, 565, 76019, 74923, 6920, 47924, 7105, 16, 76088, 235, 20211, 74439, 584, 1881, 951, 74802, 9963, 990, 9641, 989, 14751, 74671, 74744, 27827, 5604, 30620, 206, 74737, 5711, 5547, 2715, 77131, 12944, 5613, 77133, 1141, 6815, 62311, 74721, 17906, 841, 5820, 45892]"
70,"[16, 37, 74439, 6680, 76371, 664, 75993, 83, 6785, 34859, 6507, 44006, 7638, 3746, 14823, 7819, 37986, 2027, 907, 74840, 73758, 895, 5953, 60, 5702, 74744, 500, 47924, 9982, 32, 1470, 6735, 603, 46407, 1657, 584, 2153, 27995, 47835, 15280, 37462, 75451, 601, 6789, 23322, 14207, 6750, 475, 44, 209]"
