user_id,recs
11,"[25166, 28449, 33689, 28354, 16620, 74732, 23338, 21489, 11931, 5772, 25153, 23326, 2004, 37865, 33678, 37864, 31850, 15210, 15105, 25167, 9393, 17637, 15178, 18969, 28713, 25316, 28367, 29772, 32244, 7813, 31752, 7822, 7766, 12339, 11862, 1449, 15174, 16279, 33686, 23389, 1900, 20500, 20717, 25172, 15367, 73736, 1971, 33758, 16322, 20296]"
12,"[23831, 8451, 5392, 25606, 10791, 41803, 43670, 9986, 44905, 18914, 20358, 37054, 13679, 9626, 73080, 4560, 7610, 9334, 715, 217, 50354, 2889, 3788, 19351, 31752, 10076, 28650, 10981, 23939, 47513, 28643, 3579, 20978, 18927, 45135, 8393, 20264, 4234, 62858, 13904, 19118, 12955, 75595, 26882, 13288, 50294, 23842, 45061, 42796, 36036]"
13,"[7735, 5607, 6189, 29403, 29819, 584, 6651, 6465, 9712, 76088, 20503, 6010, 27953, 1210, 31929, 72936, 43781, 7044, 6324, 31958, 74516, 76442, 6062, 19224, 7373, 6521, 18024, 18916, 74923, 13829, 505, 332, 7105, 8451, 1097, 6357, 14736, 10360, 14395, 4132, 5854, 1497, 565, 37, 653, 15059, 13353, 6785, 11952, 10980]"
14,"[14595, 23538, 20358, 10339, 35349, 9963, 6963, 14177, 29558, 547, 74748, 6230, 29984, 6201, 30011, 5592, 11880, 28699, 74714, 6245, 9624, 1881, 7798, 351, 74718, 8444, 21205, 63095, 10849, 74387, 1287, 12087, 46570, 74753, 13364, 6216, 19392, 31900, 7004, 9891, 9943, 11987, 6200, 6222, 12329, 13458, 6209, 14204, 7307, 1899]"
15,"[74748, 75568, 13413, 43781, 3228, 19589, 2943, 9629, 5814, 6409, 6059, 45081, 13798, 13288, 13588, 13968, 13279, 16085, 19564, 10149, 10339, 19121, 10360, 597, 13972, 6892, 1881, 10323, 18969, 1258, 13816, 13958, 13479, 1487, 9845, 73080, 6277, 10639, 75675, 6108, 18109, 16012, 7373, 6465, 74721, 10983, 6965, 9963, 325, 13570]"
16,"[74802, 989, 584, 6920, 6656, 6815, 76442, 6719, 16, 36069, 907, 37, 9963, 68637, 1063, 20212, 58, 1936, 1141, 12944, 35029, 9606, 23837, 14204, 63168, 74027, 6721, 75897, 8767, 45159, 1844, 987, 5613, 7043, 6286, 597, 2715, 7156, 25985, 77097, 10009, 5599, 6277, 6817, 35177, 74819, 35349, 5, 6994, 642]"
17,"[235, 77131, 345, 1470, 22987, 13149, 7145, 14480, 74359, 60, 664, 6815, 10001, 46399, 73132, 19564, 7994, 63168, 9641, 2249, 406, 77133, 5686, 13364, 958, 74744, 1415, 1457, 73159, 13583, 76088, 27345, 72936, 10339, 6010, 8767, 37487, 37749, 15958, 23551, 1617, 62958, 34922, 1548, 30669, 6935, 34859, 21256, 6189, 7608]"
18,"[71678, 52617, 75453, 53089, 69251, 52077, 76810, 54524, 38086, 73133, 76518, 52322, 52420, 54904, 55368, 51717, 53788, 61057, 28921, 30456, 75682, 40682, 66873, 49107, 39672, 78132, 40755, 50641, 72398, 40638, 56839, 55175, 50077, 54969, 14381, 67025, 75769, 51123, 68958, 59688, 67172, 69320, 54624, 55220, 60779, 60970, 51978, 52181, 30310, 39210]"
19,"[74663, 75586, 10049, 8767, 375, 6815, 6680, 22987, 7156, 76088, 356, 584, 994, 7145, 6785, 75993, 13446, 9766, 27995, 22968, 10450, 644, 19564, 895, 27180, 2379, 664, 76371, 73132, 74744, 73159, 8869, 6920, 73460, 13583, 7105, 1548, 5814, 74819, 1685, 43, 1412, 7188, 6674, 6186, 14738, 41404, 7994, 516, 27953]"
20,"[9963, 6721, 18969, 6920, 74810, 584, 6680, 10001, 5814, 10339, 6815, 20358, 33751, 29984, 2715, 356, 324, 75993, 8451, 1063, 5109, 11931, 5, 823, 956, 74923, 13773, 45455, 73460, 1141, 13364, 13288, 784, 642, 13279, 75675, 24332, 76442, 30663, 35360, 20202, 35349, 37, 21205, 21, 9326, 10789, 77051, 5706, 74721]"
21,"[74948, 74802, 7156, 584, 35029, 9766, 8767, 16, 6696, 14204, 73162, 28797, 36069, 989, 20202, 375, 76442, 74439, 75897, 6994, 5486, 235, 10501, 76088, 3455, 74663, 18463, 6887, 1125, 6815, 10074, 73460, 24186, 23062, 10861, 10130, 6893, 19564, 1415, 6886, 13594, 3131, 18373, 22983, 1370, 74513, 356, 20212, 10009, 12337]"
22,"[6817, 29623, 6324, 6748, 1936, 17983, 74858, 1285, 20142, 19811, 5507, 74096, 29709, 28708, 7304, 597, 73838, 48569, 6869, 47924, 19960, 6976, 29451, 9682, 25879, 36449, 36447, 19396, 9231, 30020, 30001, 30150, 6510, 29964, 19953, 6943, 45159, 5839, 6334, 6980, 19348, 9712, 1227, 76725, 77097, 1789, 8969, 31686, 6560, 68544]"
23,"[63153, 19388, 8335, 1141, 8929, 1936, 3268, 19122, 10009, 26706, 34109, 10652, 6822, 6994, 26530, 43454, 8515, 10321, 989, 43791, 26336, 45468, 68604, 16007, 46349, 31453, 5685, 14737, 76442, 26785, 64309, 10849, 45159, 30634, 47818, 1605, 37010, 12933, 26678, 959, 62988, 5547, 7789, 10480, 74858, 9437, 124, 1802, 10361, 1844]"
24,"[63014, 19564, 74803, 10861, 19434, 6994, 8366, 19364, 13594, 73757, 10009, 9335, 543, 10652, 36255, 43791, 9925, 14204, 34109, 23754, 532, 7587, 10480, 36550, 64563, 29403, 47818, 47307, 44179, 4132, 13422, 25720, 10951, 17810, 9794, 5985, 2942, 34191, 2667, 26604, 7947, 5814, 3314, 10863, 23487, 10537, 9792, 10368, 34120, 31436]"
25,"[74663, 235, 74802, 75586, 345, 74439, 9963, 990, 76088, 6785, 584, 7105, 6277, 1664, 6815, 6820, 320, 74719, 74434, 664, 47924, 47, 10782, 601, 76442, 989, 13118, 6409, 6465, 6324, 74721, 72936, 597, 6161, 6721, 2715, 73132, 77131, 47389, 6782, 75903, 8595, 6157, 7144, 6866, 75568, 19564, 77053, 12944, 7638]"
26,"[66111, 9793, 8366, 10652, 16009, 47101, 13985, 26598, 16029, 3896, 19994, 10103, 36643, 11096, 26736, 43677, 63237, 64929, 2169, 11021, 42474, 4407, 9154, 26548, 10972, 63030, 11116, 13967, 11060, 4809, 8309, 34203, 50336, 9207, 63233, 19564, 19116, 11124, 63690, 11147, 45483, 51251, 8250, 16048, 26785, 32799, 26606, 27655, 11107, 10233]"
27,"[10973, 5164, 5632, 26683, 11074, 26907, 4603, 34167, 4586, 36386, 47612, 36268, 19472, 8701, 19574, 43160, 64805, 10709, 20706, 26870, 34201, 42401, 41659, 37103, 19068, 47613, 5223, 3268, 25360, 15999, 9622, 64855, 9389, 3122, 46795, 26856, 5623, 22691, 4809, 14544, 10930, 14498, 8371, 42541, 2547, 49795, 27059, 21220, 44373, 34183]"
28,"[33081, 77929, 708, 740, 62319, 30972, 18383, 73135, 68191, 19756, 1141, 22965, 33066, 27106, 1657, 33053, 2530, 54609, 27323, 32768, 63660, 41094, 6920, 27180, 3383, 6903, 48265, 8767, 66660, 23105, 63658, 9219, 27386, 36846, 4341, 45932, 45797, 5953, 584, 27132, 33029, 10027, 4204, 3455, 33072, 13847, 322, 3297, 994, 7152]"
29,"[584, 76088, 16, 7105, 1063, 7156, 9766, 23020, 6920, 6680, 27132, 6283, 10501, 74802, 35185, 642, 76442, 10074, 322, 27647, 27180, 60, 23236, 33056, 989, 36403, 6754, 1707, 75993, 62826, 6719, 1532, 73162, 23071, 6994, 74513, 12337, 895, 76860, 5488, 37, 907, 1657, 74439, 73124, 18791, 74663, 76371, 3383, 235]"
30,"[5814, 19564, 6994, 9335, 74718, 27953, 75897, 19006, 10130, 532, 7044, 1063, 10749, 8451, 74803, 740, 73460, 4132, 565, 9766, 73132, 74923, 75568, 13422, 76442, 13364, 6434, 13822, 74948, 7731, 10727, 27180, 37, 25758, 6963, 1881, 6815, 7284, 1844, 10450, 14406, 43808, 18274, 73720, 73757, 45159, 9794, 7004, 31913, 14005]"
31,"[52441, 7397, 29692, 21002, 8808, 22988, 23056, 44937, 20200, 46556, 3683, 29333, 44935, 63658, 2581, 45821, 29377, 30106, 3898, 17946, 28813, 18383, 20202, 433, 1358, 12316, 44943, 1397, 257, 17975, 30092, 650, 1355, 46562, 47744, 35220, 36871, 2845, 1404, 1407, 6898, 3208, 36403, 27324, 7536, 52424, 33092, 13507, 36526, 3297]"
32,"[35177, 47585, 38463, 29680, 44338, 40275, 46589, 23837, 989, 52528, 44345, 5599, 25985, 28669, 76442, 36069, 2351, 68637, 6993, 44339, 29137, 31436, 31501, 5638, 38280, 29610, 54904, 38509, 61057, 23722, 26104, 37976, 50348, 58, 63545, 38141, 75897, 20202, 6920, 6817, 51729, 24332, 38762, 60381, 9963, 28839, 77097, 10729, 74802, 957]"
33,"[19756, 66978, 3530, 28711, 47545, 36166, 8582, 27106, 47730, 1470, 45827, 27355, 8532, 32803, 68794, 27132, 18491, 23247, 64412, 36896, 27408, 74833, 19741, 19706, 26728, 2777, 9766, 63291, 27391, 42705, 3729, 14053, 23055, 42790, 9997, 33081, 70630, 26855, 45756, 38036, 74853, 3455, 7170, 33098, 26582, 67120, 18435, 23056, 27728, 26965]"
34,"[74439, 60, 14738, 34859, 37990, 22978, 27345, 37, 34841, 21205, 43928, 43895, 324, 5854, 6702, 34893, 6391, 958, 29549, 9641, 62472, 14471, 74840, 16, 6680, 21, 7651, 35360, 28615, 14901, 6409, 24332, 34865, 37995, 1596, 1344, 2721, 74516, 10049, 990, 43903, 62337, 5702, 14405, 21258, 784, 22968, 9982, 43933, 8767]"
35,"[584, 27953, 6324, 74439, 989, 9963, 1153, 47924, 46617, 74671, 6920, 74923, 102, 6062, 6594, 2966, 664, 6809, 20048, 345, 77133, 20110, 30663, 38241, 27827, 7127, 74516, 19564, 68544, 6329, 915, 958, 18520, 1277, 5983, 60, 6465, 6508, 597, 73989, 29984, 1444, 37421, 14339, 1276, 16, 21251, 6170, 7151, 75568]"
36,"[52441, 23056, 10669, 43577, 30104, 51836, 18383, 6887, 7397, 6893, 6886, 33080, 29692, 46554, 386, 46562, 63658, 46481, 6900, 33062, 277, 22988, 33088, 10074, 36871, 740, 33068, 8808, 32041, 48265, 27191, 77999, 36886, 8840, 2530, 2581, 1341, 14223, 23160, 20200, 1355, 1349, 46483, 29612, 36403, 36881, 29613, 27356, 48282, 9766]"
37,"[15679, 21980, 6177, 22382, 23353, 25286, 21309, 6139, 25304, 25200, 22184, 24458, 22056, 24455, 58944, 21520, 23322, 12271, 16256, 20758, 61071, 20745, 36377, 63718, 21627, 25367, 747, 12259, 8277, 16193, 13635, 3819, 434, 27345, 554, 1731, 16233, 36335, 52947, 24567, 76786, 22517, 23378, 22208, 12179, 23329, 4512, 10098, 23400, 23385]"
38,"[48656, 43586, 28076, 42541, 56679, 5164, 67964, 6144, 45140, 67652, 50659, 65805, 66887, 56651, 44989, 34451, 67988, 50700, 25360, 42298, 34316, 51231, 17481, 67986, 66908, 31300, 54388, 15782, 10973, 20818, 66877, 46229, 15999, 15770, 64109, 22691, 26426, 16236, 32678, 54409, 14333, 65751, 66890, 10963, 17403, 63730, 54358, 64497, 20984, 15859]"
39,"[74663, 235, 74802, 1470, 6680, 8767, 74439, 16, 75586, 584, 75993, 6815, 1685, 9766, 76088, 27180, 9641, 6785, 14005, 516, 322, 895, 10049, 7152, 27953, 1141, 2249, 375, 73159, 7105, 1548, 60, 10882, 4341, 37, 27345, 345, 74819, 946, 7145, 209, 76371, 74744, 6374, 740, 23105, 9982, 77133, 7220, 73135]"
40,"[22965, 73135, 6177, 6161, 6139, 39801, 56256, 41930, 47581, 20675, 49340, 375, 40494, 25104, 48641, 49035, 1588, 22392, 9626, 55414, 6785, 48678, 55914, 20789, 664, 29104, 30463, 49025, 48651, 39144, 15841, 16241, 39749, 28751, 24455, 42996, 39850, 50834, 22354, 70471, 70107, 2349, 8405, 45088, 49722, 55282, 9536, 16190, 58656, 30487]"
41,"[41930, 39850, 53828, 69386, 74086, 53857, 39964, 71956, 70471, 55013, 70440, 22392, 56862, 51689, 57930, 73365, 40479, 57920, 52123, 39749, 40170, 55806, 39615, 50326, 48365, 47581, 51218, 53726, 54254, 61038, 70418, 42996, 22701, 53066, 54902, 67692, 58174, 40413, 54257, 54112, 52692, 67693, 52988, 56993, 60212, 59879, 50834, 59357, 29157, 58252]"
42,"[34859, 43895, 44025, 43905, 32177, 44058, 37997, 44081, 44101, 34849, 15535, 63883, 43437, 34887, 43940, 34976, 34920, 34918, 34938, 44009, 65522, 43986, 34839, 43967, 43944, 43994, 43993, 43927, 44076, 44047, 77661, 43901, 34966, 23553, 44065, 43928, 28732, 44092, 44095, 37991, 34984, 44006, 44098, 34969, 34857, 74663, 43997, 43959, 64465, 34951]"
43,"[584, 6920, 27345, 74802, 76088, 74663, 6785, 235, 37, 989, 6680, 74439, 9963, 6815, 75586, 77133, 6721, 565, 601, 1210, 75993, 8767, 5109, 5854, 664, 74810, 75568, 76371, 73135, 6465, 74719, 13973, 5814, 1881, 22965, 8451, 77131, 990, 45081, 73080, 47924, 74921, 22968, 74721, 100, 76442, 22978, 6277, 6161, 19589]"
44,"[52441, 40691, 61057, 40682, 75453, 51146, 30358, 35900, 58469, 56967, 19141, 44943, 21063, 50819, 18383, 77305, 41780, 43577, 77928, 6900, 19377, 76422, 51811, 56815, 47754, 16048, 37963, 32817, 48314, 20202, 532, 53566, 76479, 54061, 19364, 78137, 642, 12415, 76452, 54084, 57104, 74842, 47720, 22983, 38110, 15744, 78132, 9390, 71877, 76841]"
45,"[584, 7105, 6785, 73135, 22965, 27953, 6680, 83, 75993, 7044, 3373, 45135, 76088, 725, 74923, 565, 11848, 13679, 14005, 5109, 16239, 9629, 74948, 14589, 8230, 76816, 956, 6161, 77051, 740, 76371, 6177, 6179, 5646, 28681, 1210, 12843, 44959, 7288, 13842, 53089, 76292, 23661, 664, 24190, 38866, 52420, 7218, 6815, 76543]"
46,"[70711, 26191, 26209, 39890, 21435, 22436, 46059, 235, 1588, 32558, 17268, 28936, 6177, 24567, 21627, 21526, 70732, 74802, 64284, 54618, 22591, 8435, 15598, 20717, 13260, 63866, 55691, 25100, 18974, 57727, 77220, 39543, 74703, 13608, 51562, 27175, 46123, 16257, 17304, 72021, 2349, 20501, 39021, 12308, 55855, 10049, 47171, 77131, 29705, 23322]"
47,"[75586, 235, 14916, 74439, 16, 60, 73721, 5613, 22987, 907, 77131, 935, 74840, 500, 35137, 2715, 74671, 7144, 9963, 35349, 24464, 63168, 10001, 37962, 9615, 58, 11233, 37812, 345, 233, 73637, 24332, 2009, 27861, 26360, 22978, 6820, 356, 35360, 77133, 1017, 6199, 9641, 21271, 63062, 21256, 8984, 5445, 74739, 5638]"
48,"[22002, 22276, 22028, 22393, 22420, 22830, 22557, 22166, 21964, 21593, 22123, 22153, 21861, 22124, 24891, 22128, 22467, 22022, 24925, 5080, 25132, 21795, 22170, 22162, 22051, 22750, 22129, 22038, 22031, 48389, 22027, 11805, 24977, 32650, 11765, 22216, 21959, 21854, 22070, 64109, 22435, 22218, 22501, 22453, 22761, 22628, 22610, 11732, 21973, 22676]"
49,"[235, 74802, 13163, 13134, 8984, 74439, 73721, 23267, 14738, 6338, 14942, 231, 24167, 5702, 14823, 47385, 18838, 2379, 14864, 37864, 33691, 15036, 25167, 14875, 20326, 6680, 22978, 13371, 5532, 682, 11781, 1247, 14199, 2366, 24256, 14839, 37842, 342, 9982, 2721, 63883, 11985, 34833, 14944, 549, 27670, 7651, 8618, 10001, 8843]"
50,"[74802, 235, 10001, 75586, 74663, 77133, 1153, 74439, 9963, 7766, 22978, 37, 356, 324, 547, 6674, 60, 664, 6651, 27345, 1177, 76371, 74516, 11880, 74741, 584, 6442, 35360, 6785, 5854, 10049, 22968, 14471, 333, 1652, 6743, 31394, 1277, 19006, 30663, 76088, 6680, 75993, 9393, 958, 5766, 29705, 1457, 22311, 31958]"
51,"[19564, 5814, 18186, 73460, 9963, 1141, 14756, 73132, 76442, 18969, 6721, 7043, 74721, 2136, 75568, 505, 10339, 10113, 13381, 435, 12944, 15392, 9839, 7156, 20358, 957, 77133, 644, 65060, 33689, 15611, 34109, 11201, 6010, 73888, 35349, 5854, 841, 75897, 38663, 74663, 20483, 38463, 29815, 5676, 1513, 12087, 1177, 35344, 1719]"
52,"[5854, 18942, 13364, 7044, 2349, 12027, 9963, 8451, 12195, 1153, 14595, 11880, 12107, 10339, 14736, 74795, 12179, 31929, 1881, 10958, 5109, 19589, 11931, 18916, 75653, 74718, 9629, 11972, 7163, 77133, 9335, 5764, 14393, 12944, 1731, 41799, 7735, 12444, 6721, 1210, 9794, 28681, 6933, 74387, 19006, 13808, 1716, 11922, 13345, 19564]"
53,"[74671, 74802, 75586, 235, 24464, 2251, 74663, 989, 74439, 9591, 9075, 37, 6719, 27827, 10719, 28758, 76088, 6920, 935, 74737, 6324, 6329, 6594, 77097, 60, 11233, 26130, 6817, 5555, 6656, 1318, 6882, 7144, 9233, 584, 6531, 2360, 6811, 47924, 9758, 6330, 20048, 2715, 35309, 5983, 19562, 37812, 74799, 11960, 6555]"
54,"[74802, 235, 74663, 75586, 74439, 23553, 76088, 37, 6920, 9963, 21256, 63168, 16, 584, 37997, 60, 9641, 14480, 29469, 10240, 76442, 6320, 6329, 7608, 7994, 23551, 34893, 15921, 21205, 6409, 5686, 74744, 6468, 73159, 29766, 37990, 7105, 62472, 597, 62649, 6656, 43994, 63068, 6324, 12944, 74819, 35154, 74719, 1152, 6815]"
55,"[22983, 8808, 30106, 1125, 29692, 29626, 7397, 29612, 6900, 52441, 1396, 10669, 1707, 277, 23061, 324, 6700, 8840, 36881, 28621, 1397, 30104, 22966, 1637, 62328, 27242, 386, 6905, 1437, 20982, 23001, 20202, 1010, 1349, 6886, 45821, 27191, 2, 38219, 30092, 22991, 8818, 74500, 73162, 1768, 2567, 18404, 75586, 46556, 32041]"
56,"[956, 57527, 68979, 77009, 53433, 17736, 14495, 22069, 52077, 34478, 28068, 57885, 9531, 25535, 31385, 26413, 53613, 21976, 34372, 17500, 5095, 83, 60217, 77043, 34514, 35261, 13932, 20202, 17479, 2207, 75422, 17162, 6905, 23980, 30345, 2107, 34302, 39994, 1716, 1125, 58792, 38860, 29046, 22237, 34352, 76841, 53953, 29626, 75682, 20687]"
57,"[74663, 235, 75586, 74802, 74439, 1141, 74744, 37, 73159, 74819, 6628, 16, 1513, 74719, 644, 1470, 21256, 13118, 1664, 7994, 43, 74434, 2182, 60, 37749, 21271, 29469, 7888, 43897, 47, 10057, 2379, 841, 5990, 10882, 6789, 13134, 5431, 2249, 47385, 6820, 13149, 76088, 28765, 28721, 6157, 18192, 74840, 47924, 23553]"
58,"[584, 989, 6920, 76088, 75897, 7105, 76816, 9963, 6815, 5638, 7043, 45159, 6719, 5646, 10130, 2715, 7004, 8767, 6721, 1141, 16, 957, 9335, 6993, 601, 74810, 6656, 76442, 25985, 5613, 6680, 33616, 24332, 12944, 35029, 1063, 37, 77133, 37622, 597, 5109, 14177, 31977, 29567, 57713, 6817, 29610, 27345, 10009, 10527]"
59,"[34859, 43994, 44009, 34869, 43895, 34918, 43986, 34839, 44098, 23553, 43978, 44065, 37997, 44025, 68707, 43974, 34994, 44118, 43971, 34968, 44116, 44071, 44058, 34979, 27922, 43998, 34849, 43905, 34890, 34974, 23631, 34823, 38369, 29469, 34895, 44011, 34976, 44121, 34886, 23547, 43984, 44079, 78012, 44159, 62649, 34856, 34973, 44068, 68248, 43982]"
60,"[6330, 74858, 76088, 584, 73171, 6798, 11960, 5507, 1936, 1013, 6322, 7105, 74096, 29909, 47389, 6490, 793, 47, 6855, 9712, 6892, 5873, 26336, 19122, 6866, 6342, 18284, 6455, 7106, 29901, 74737, 6791, 7308, 6904, 6861, 17983, 6869, 41815, 6822, 14482, 76478, 26577, 6763, 36823, 653, 6517, 6682, 130, 12553, 9413]"
61,"[584, 76088, 7105, 6324, 6409, 597, 990, 989, 6465, 37, 1936, 987, 6719, 27953, 6920, 9712, 6329, 1096, 74719, 953, 74721, 8711, 74748, 30663, 6721, 793, 9963, 73111, 72936, 76442, 290, 10801, 1664, 6277, 6534, 912, 6320, 206, 6819, 915, 77307, 74923, 6750, 6892, 6453, 73895, 74787, 75903, 345, 47389]"
62,"[45455, 7043, 74802, 5638, 74671, 29594, 235, 23722, 6067, 7248, 74439, 9963, 1844, 75800, 6963, 27884, 7004, 11233, 75586, 6788, 17906, 74764, 74663, 6820, 35151, 6199, 6300, 29611, 27827, 18868, 30017, 6299, 19922, 29984, 10496, 47585, 12944, 354, 26104, 68637, 77097, 6234, 19320, 23837, 6286, 46570, 7730, 6920, 9336, 44341]"
63,"[76088, 1096, 584, 7121, 6323, 130, 7105, 6490, 6329, 10697, 5873, 6330, 6920, 6455, 37, 6819, 9647, 653, 6812, 74719, 20167, 1956, 73179, 6972, 74434, 14308, 6413, 47, 74096, 7113, 1940, 793, 6855, 1152, 6484, 6719, 898, 47389, 26107, 29909, 6534, 14462, 6742, 6798, 30014, 987, 6062, 1178, 21142, 6782]"
64,"[76442, 6324, 6277, 597, 37, 29819, 9712, 6330, 6892, 1210, 6329, 75903, 30663, 9200, 1497, 9797, 47389, 5908, 1096, 27953, 6453, 10258, 11981, 5799, 18109, 74721, 6409, 989, 8650, 73171, 10085, 20129, 14610, 19850, 6320, 31913, 6071, 1258, 6379, 6357, 6950, 10323, 4132, 20255, 6322, 7067, 12514, 5507, 912, 9922]"
65,"[74802, 37, 74439, 6920, 76088, 75586, 584, 7105, 74719, 13118, 1664, 16, 47924, 47389, 9963, 206, 6815, 74721, 990, 74744, 989, 60, 9641, 601, 6820, 597, 74434, 793, 6866, 6329, 74819, 27953, 77133, 77131, 73132, 47, 19564, 20048, 7994, 8767, 6656, 994, 574, 27345, 10001, 73460, 22978, 633, 21256, 2715]"
66,"[30663, 75568, 6920, 6721, 76442, 1936, 29975, 74748, 31686, 37, 2715, 989, 31915, 18336, 6324, 990, 36561, 6277, 597, 74719, 18178, 74787, 6409, 13727, 6465, 1844, 45159, 823, 1881, 5854, 20358, 18785, 74711, 15700, 36532, 9758, 35349, 5686, 1210, 18969, 21205, 206, 19564, 74431, 18, 800, 76293, 74802, 11201, 987]"
67,"[10791, 10807, 13288, 75903, 74748, 13968, 13644, 13798, 13570, 13972, 14742, 1719, 62488, 811, 10981, 13458, 13958, 8444, 6059, 18912, 12296, 13279, 20610, 14793, 28156, 16012, 13573, 26501, 24117, 13797, 28722, 25038, 19015, 1642, 3671, 13334, 31752, 21155, 31978, 14559, 48711, 3579, 24556, 9986, 9334, 217, 13479, 31760, 9629, 10959]"
68,"[76442, 989, 37, 6277, 76088, 597, 6920, 584, 12944, 1936, 45159, 74802, 9963, 23587, 7105, 74439, 74663, 75568, 1210, 75586, 10849, 987, 1844, 547, 235, 1664, 7043, 19564, 73132, 35349, 74819, 30001, 344, 1285, 47924, 6719, 5638, 31492, 73838, 6817, 47389, 20048, 1013, 351, 47, 6320, 6869, 6409, 7106, 7096]"
69,"[5507, 36859, 10639, 6892, 50, 73171, 5873, 36865, 74752, 6324, 76088, 17983, 11981, 222, 47, 74719, 11080, 7084, 8777, 6329, 29854, 26336, 43781, 37, 41815, 6071, 6490, 29906, 6798, 19833, 74096, 1096, 6334, 20155, 6370, 584, 8724, 18284, 6038, 9122, 7105, 6512, 5799, 75568, 74858, 9806, 130, 6682, 6855, 74462]"
